,title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature
93,Last Resort,['Papa Roach'],spotify:track:0SjhCnjTT2bXD9RtU8bFT9,0.59,0.894,4,-3.661,0,0.0579,0.000387,0.000661,0.269,0.732,90.604,0SjhCnjTT2bXD9RtU8bFT9,spotify:track:0SjhCnjTT2bXD9RtU8bFT9,199893,4
94,Fields Of Gold,['Sting'],spotify:track:22gLGCKbFKwmgZhrpVcnFb,0.653,0.344,2,-11.758,1,0.0246,0.346,0.0155,0.0715,0.291,104.009,22gLGCKbFKwmgZhrpVcnFb,spotify:track:22gLGCKbFKwmgZhrpVcnFb,217733,4
95,First Day Of My Life,['Bright Eyes'],spotify:track:00o6POeoYnf971C6EZ8Fil,0.567,0.203,1,-16.735,0,0.0365,0.904,4.68e-05,0.113,0.4,93.8,00o6POeoYnf971C6EZ8Fil,spotify:track:00o6POeoYnf971C6EZ8Fil,183356,4
96,18 and Life,['Skid Row'],spotify:track:1HlGblweLq0eAwnb0NY1EQ,0.457,0.794,1,-6.624,0,0.0298,0.000384,7.18e-05,0.131,0.354,90.439,1HlGblweLq0eAwnb0NY1EQ,spotify:track:1HlGblweLq0eAwnb0NY1EQ,231280,4
97,Someday,['Flipsyde'],spotify:track:3QoyR6lUcQwre11ltnN5yq,0.6,0.755,9,-4.619,0,0.0455,0.0909,0.0,0.0736,0.353,160.358,3QoyR6lUcQwre11ltnN5yq,spotify:track:3QoyR6lUcQwre11ltnN5yq,239547,4
98,The Show Must Go On,['Queen'],spotify:track:3lA3Pm88kZiD7F4X0cXeI4,0.393,0.488,11,-13.016,0,0.0325,0.494,0.0,0.0919,0.203,84.252,3lA3Pm88kZiD7F4X0cXeI4,spotify:track:3lA3Pm88kZiD7F4X0cXeI4,275800,4
99,A-Punk,['Vampire Weekend'],spotify:track:5dKBaysNJtfpyNTRa5lqDb,0.551,0.821,2,-4.489,1,0.0539,0.0102,0.0438,0.153,0.842,174.923,5dKBaysNJtfpyNTRa5lqDb,spotify:track:5dKBaysNJtfpyNTRa5lqDb,137760,4
100,Your Song,['Elton John'],spotify:track:17VegeBoHvMlIByrdu64KR,0.551,0.27,3,-12.808,1,0.0326,0.851,7.04e-06,0.0966,0.289,128.221,17VegeBoHvMlIByrdu64KR,spotify:track:17VegeBoHvMlIByrdu64KR,244227,4
101,Hard Knock Life - The Ghetto Anthem,['JAY-Z'],spotify:track:7pO62ysbW2Wg5Y6pzKNEN7,0.86,0.674,9,-5.878,0,0.339,0.0912,0.00159,0.0322,0.592,77.005,7pO62ysbW2Wg5Y6pzKNEN7,spotify:track:7pO62ysbW2Wg5Y6pzKNEN7,238467,4
102,Smack My Bitch Up,['The Prodigy'],spotify:track:2lBpN5CZ3zLyVIPejUhN6Y,0.603,0.993,10,-4.516,0,0.142,0.00334,0.629,0.11,0.247,136.223,2lBpN5CZ3zLyVIPejUhN6Y,spotify:track:2lBpN5CZ3zLyVIPejUhN6Y,342733,4
103,We Will Rock You,['Queen'],spotify:track:35SH9W19yyN4Hxq8qHptPH,0.7,0.434,11,-9.563,0,0.084,0.599,0.0,0.219,0.57,81.149,35SH9W19yyN4Hxq8qHptPH,spotify:track:35SH9W19yyN4Hxq8qHptPH,121560,4
104,Heart of Gold,['Neil Young'],spotify:track:6xhEQmrVvtpEdw5mfySgJw,0.538,0.48,7,-9.863,1,0.0268,0.204,0.0462,0.0955,0.834,171.773,6xhEQmrVvtpEdw5mfySgJw,spotify:track:6xhEQmrVvtpEdw5mfySgJw,187280,4
105,Crazy Train,['Ozzy Osbourne'],spotify:track:2nKOUDSm0EhVvQWoDyjl27,0.475,0.915,9,-3.565,1,0.0608,0.0152,0.00162,0.349,0.59,137.239,2nKOUDSm0EhVvQWoDyjl27,spotify:track:2nKOUDSm0EhVvQWoDyjl27,290160,4
106,1979,['The Smashing Pumpkins'],spotify:track:5KRRcT67VNIZUygEbMoIC1,0.768,0.744,8,-11.267,1,0.0338,0.0218,0.712,0.063,0.963,127.036,5KRRcT67VNIZUygEbMoIC1,spotify:track:5KRRcT67VNIZUygEbMoIC1,265893,4
107,I'd Rather Dance With You,['Kings of Convenience'],spotify:track:4hGOhC87bn7JBdYykOJJvJ,0.843,0.833,0,-6.156,0,0.0341,0.329,0.0567,0.126,0.972,141.99,4hGOhC87bn7JBdYykOJJvJ,spotify:track:4hGOhC87bn7JBdYykOJJvJ,209027,4
108,Seaside,['The Kooks'],spotify:track:6ZygaqgtPkiahkiYJhYWhn,0.629,0.422,10,-8.542,0,0.0411,0.705,0.0,0.124,0.325,129.456,6ZygaqgtPkiahkiYJhYWhn,spotify:track:6ZygaqgtPkiahkiYJhYWhn,99227,4
109,Hoppípolla,['Sigur Rós'],spotify:track:6eTGxxQxiTFE6LfZHC33Wm,0.312,0.543,11,-9.875,1,0.0308,0.0356,0.225,0.128,0.178,140.109,6eTGxxQxiTFE6LfZHC33Wm,spotify:track:6eTGxxQxiTFE6LfZHC33Wm,270013,4
110,In Too Deep,['Sum 41'],spotify:track:68pN2UQYhwQgPy7VrCFKuV,0.566,0.835,9,-5.885,1,0.0504,0.000192,0.0,0.0581,0.749,116.041,68pN2UQYhwQgPy7VrCFKuV,spotify:track:68pN2UQYhwQgPy7VrCFKuV,207093,4
111,The Mirror's Truth,['In Flames'],spotify:track:1u6hmbx44EQRiDYvC6CYxJ,0.42,0.976,10,-3.285,0,0.0882,8.13e-05,0.188,0.1,0.295,180.033,1u6hmbx44EQRiDYvC6CYxJ,spotify:track:1u6hmbx44EQRiDYvC6CYxJ,179720,4
112,Free Fallin',['Tom Petty'],spotify:track:5GicVH0OTGMTR5bwYoXDwo,0.546,0.647,5,-6.546,1,0.0254,0.0314,0.0,0.0591,0.576,168.807,5GicVH0OTGMTR5bwYoXDwo,spotify:track:5GicVH0OTGMTR5bwYoXDwo,254413,4
113,Go Your Own Way,['Fleetwood Mac'],spotify:track:0FeCO85RKW8fDRytwXof2x,0.597,0.812,5,-12.062,1,0.0315,0.0219,0.00106,0.102,0.823,135.68,0FeCO85RKW8fDRytwXof2x,spotify:track:0FeCO85RKW8fDRytwXof2x,218400,4
114,Gimme Shelter,['The Rolling Stones'],spotify:track:1Rkx7ve9RqSuQ877R3X2HO,0.633,0.649,1,-8.272,0,0.0311,0.464,0.0363,0.17,0.457,118.629,1Rkx7ve9RqSuQ877R3X2HO,spotify:track:1Rkx7ve9RqSuQ877R3X2HO,270760,4
115,Primo Victoria,['Sabaton'],spotify:track:3E1b0oOWfFnXRvFoCvPEVZ,0.438,0.768,6,-6.094,0,0.0323,0.000798,3.75e-06,0.222,0.57,62.113,3E1b0oOWfFnXRvFoCvPEVZ,spotify:track:3E1b0oOWfFnXRvFoCvPEVZ,250693,4
116,Mmm Mmm Mmm Mmm,['Crash Test Dummies'],spotify:track:0yA1MBQ60SoiYt7xqdS3H1,0.585,0.564,3,-7.579,1,0.0226,0.236,2.22e-05,0.0609,0.383,92.949,0yA1MBQ60SoiYt7xqdS3H1,spotify:track:0yA1MBQ60SoiYt7xqdS3H1,233267,4
117,One,['U2'],spotify:track:0q52QGBWeEY1cMgHJCKhDD,0.552,0.466,0,-10.869,1,0.0274,0.236,0.00115,0.128,0.34,90.702,0q52QGBWeEY1cMgHJCKhDD,spotify:track:0q52QGBWeEY1cMgHJCKhDD,276133,4
118,One More Time,['Daft Punk'],spotify:track:0DiWol3AO6WpXZgp0goxAV,0.611,0.697,2,-8.618,1,0.133,0.0193,0.0,0.332,0.476,122.752,0DiWol3AO6WpXZgp0goxAV,spotify:track:0DiWol3AO6WpXZgp0goxAV,320357,4
119,Porcelain,['Moby'],spotify:track:2oqcM9cd19JrVS9jAvciUm,0.551,0.628,0,-7.874,0,0.0294,0.00133,0.188,0.282,0.336,95.03,2oqcM9cd19JrVS9jAvciUm,spotify:track:2oqcM9cd19JrVS9jAvciUm,241160,4
120,Last Request,['Paolo Nutini'],spotify:track:6xM8oBy40nK1rOd8WmoOPx,0.605,0.704,5,-6.564,1,0.0476,0.241,0.0,0.137,0.4,80.925,6xM8oBy40nK1rOd8WmoOPx,spotify:track:6xM8oBy40nK1rOd8WmoOPx,220413,4
121,Distortion Sleep,['Soilwork'],spotify:track:78icKPnMK7IW9Qhnai1eHQ,0.366,0.954,2,-6.157,1,0.161,7.62e-05,0.00799,0.0432,0.32,160.132,78icKPnMK7IW9Qhnai1eHQ,spotify:track:78icKPnMK7IW9Qhnai1eHQ,225907,4
122,The Number Of The Beast - 1998 Remastered Version,['Iron Maiden'],spotify:track:1s4Ie0cT6P73SRSfh3oyGW,0.42,0.93,2,-5.583,0,0.0638,0.0189,0.00675,0.264,0.344,99.641,1s4Ie0cT6P73SRSfh3oyGW,spotify:track:1s4Ie0cT6P73SRSfh3oyGW,291373,4
123,Mamma Mia,['ABBA'],spotify:track:5ztQHTm1YQqcTkQmgDEU4n,0.748,0.771,2,-7.01,1,0.0318,0.28,0.000333,0.466,0.782,137.543,5ztQHTm1YQqcTkQmgDEU4n,spotify:track:5ztQHTm1YQqcTkQmgDEU4n,215110,4
124,Lithium,['Nirvana'],spotify:track:2DrEeo4eMULdAVe1U7P9PB,0.687,0.685,7,-5.854,1,0.0367,0.00145,0.0,0.0657,0.359,123.147,2DrEeo4eMULdAVe1U7P9PB,spotify:track:2DrEeo4eMULdAVe1U7P9PB,257133,4
125,Close To Me,['The Cure'],spotify:track:4xiyq1iRdsxuU1BPUJ490Z,0.724,0.523,11,-11.139,1,0.116,0.0745,0.703,0.0811,0.965,185.075,4xiyq1iRdsxuU1BPUJ490Z,spotify:track:4xiyq1iRdsxuU1BPUJ490Z,203267,4
126,Down Under,['Men At Work'],spotify:track:46RVKt5Edm1zl0rXhPJZxz,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,46RVKt5Edm1zl0rXhPJZxz,spotify:track:46RVKt5Edm1zl0rXhPJZxz,220867,4
127,Forever Young,['Alphaville'],spotify:track:4S1VYqwfkLit9mKVY3MXoo,0.489,0.483,9,-9.466,0,0.0275,0.42,0.0028,0.236,0.333,136.822,4S1VYqwfkLit9mKVY3MXoo,spotify:track:4S1VYqwfkLit9mKVY3MXoo,226706,4
128,White Winter Hymnal,['Fleet Foxes'],spotify:track:4LKiFDUTwsqX8K3Up8I8K0,0.623,0.524,6,-9.031,0,0.0271,0.444,0.0,0.333,0.611,124.915,4LKiFDUTwsqX8K3Up8I8K0,spotify:track:4LKiFDUTwsqX8K3Up8I8K0,147027,4
129,Electric Feel,['MGMT'],spotify:track:3FtYbEfBqAlGO46NUDQSAt,0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038,3FtYbEfBqAlGO46NUDQSAt,spotify:track:3FtYbEfBqAlGO46NUDQSAt,229640,3
130,Boys Don't Cry,['The Cure'],spotify:track:1QFh8OH1e78dGd3VyJZCAC,0.462,0.836,11,-5.766,0,0.0621,0.00517,0.0,0.18,0.671,168.766,1QFh8OH1e78dGd3VyJZCAC,spotify:track:1QFh8OH1e78dGd3VyJZCAC,155973,4
131,She Moves In Her Own Way,['The Kooks'],spotify:track:5xoUgPXbMNUmoHU0Enwtwq,0.41,0.803,7,-5.363,1,0.0623,0.239,0.0,0.103,0.814,153.315,5xoUgPXbMNUmoHU0Enwtwq,spotify:track:5xoUgPXbMNUmoHU0Enwtwq,169307,4
132,Freestyler,"[""Bomfunk MC's""]",spotify:track:4eZO97RGFo7IN6gm24Nv0S,0.824,0.925,11,-5.814,0,0.0965,0.0263,0.376,0.247,0.554,163.854,4eZO97RGFo7IN6gm24Nv0S,spotify:track:4eZO97RGFo7IN6gm24Nv0S,306000,4
133,Talk,['Coldplay'],spotify:track:4wzt5Rrk3W98pHXAqutuJw,0.415,0.554,7,-10.839,0,0.0334,0.00541,0.00202,0.155,0.163,120.318,4wzt5Rrk3W98pHXAqutuJw,spotify:track:4wzt5Rrk3W98pHXAqutuJw,311292,4
134,(Everything I Do) I Do It For You,['Bryan Adams'],spotify:track:0iFCiaAWiXP4ItlwQaPOvX,0.524,0.429,1,-10.064,1,0.0279,0.0803,1.37e-05,0.0726,0.239,131.206,0iFCiaAWiXP4ItlwQaPOvX,spotify:track:0iFCiaAWiXP4ItlwQaPOvX,393827,4
135,Nemo,['Nightwish'],spotify:track:76vUmbVfaldbl3w9UMeB3z,0.494,0.735,0,-6.326,0,0.0348,0.000185,8.38e-05,0.086,0.359,125.042,76vUmbVfaldbl3w9UMeB3z,spotify:track:76vUmbVfaldbl3w9UMeB3z,276200,4
136,Ironic,['Alanis Morissette'],spotify:track:4oGTdOClZUxcM2H3UmXlwL,0.495,0.595,11,-7.57,1,0.0443,0.246,0.0,0.236,0.392,85.341,4oGTdOClZUxcM2H3UmXlwL,spotify:track:4oGTdOClZUxcM2H3UmXlwL,225933,4
137,Walking in Memphis,['Marc Cohn'],spotify:track:5fgkjhICZnqFctrV0AyuQD,0.567,0.512,0,-8.831,1,0.0357,0.547,0.0,0.296,0.334,130.269,5fgkjhICZnqFctrV0AyuQD,spotify:track:5fgkjhICZnqFctrV0AyuQD,252613,4
138,White Trash Beautiful,['Everlast'],spotify:track:70bxulvjnkuu1NBeJtUK7m,0.622,0.704,7,-5.222,1,0.0275,0.011,0.00999,0.0634,0.464,79.973,70bxulvjnkuu1NBeJtUK7m,spotify:track:70bxulvjnkuu1NBeJtUK7m,241333,4
139,All My Life,['Foo Fighters'],spotify:track:5vMDvp6nUnTYhl5NMpgOnL,0.582,0.597,5,-5.671,1,0.0512,0.000194,0.000273,0.517,0.674,167.738,5vMDvp6nUnTYhl5NMpgOnL,spotify:track:5vMDvp6nUnTYhl5NMpgOnL,262733,4
140,Elegi,['Lars Winnerbäck'],spotify:track:4gb6ik72fZW6pzm5EJb39z,0.54,0.585,4,-6.964,1,0.029,0.147,0.0542,0.128,0.655,93.965,4gb6ik72fZW6pzm5EJb39z,spotify:track:4gb6ik72fZW6pzm5EJb39z,274893,4
141,You Can't Hurry Love,['Phil Collins'],spotify:track:4YUlGNZfYA6EUE5KDsGqpC,0.639,0.923,7,-5.708,1,0.032,0.0674,0.0,0.0879,0.761,97.874,4YUlGNZfYA6EUE5KDsGqpC,spotify:track:4YUlGNZfYA6EUE5KDsGqpC,175347,4
142,Sleeping My Day Away,['D-A-D'],spotify:track:1LfAxXcY6bAAaPZFfk2cWf,0.448,0.763,8,-11.366,1,0.0447,0.00846,2.21e-05,0.0607,0.672,145.872,1LfAxXcY6bAAaPZFfk2cWf,spotify:track:1LfAxXcY6bAAaPZFfk2cWf,263773,4
143,Home,['Michael Bublé'],spotify:track:4wLZ4zPM9c4oe1VV8ejdWV,0.608,0.37,7,-9.207,1,0.0306,0.844,1.87e-05,0.112,0.349,127.631,4wLZ4zPM9c4oe1VV8ejdWV,spotify:track:4wLZ4zPM9c4oe1VV8ejdWV,225907,4
144,Wicked Game - Remastered,['Chris Isaak'],spotify:track:5l91KHr9uF8wdSdtRoZba8,0.664,0.553,9,-7.723,1,0.0264,0.743,0.00978,0.0838,0.287,112.52,5l91KHr9uF8wdSdtRoZba8,spotify:track:5l91KHr9uF8wdSdtRoZba8,286880,4
145,Before I Forget,['Slipknot'],spotify:track:7bFs4yVuMdy28Ts7vLI2Zt,0.291,0.974,6,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,7bFs4yVuMdy28Ts7vLI2Zt,spotify:track:7bFs4yVuMdy28Ts7vLI2Zt,278600,4
146,Sweet Dreams (Are Made Of This),['Marilyn Manson'],spotify:track:2miAut6dp9BWdGmOxwSGEC,0.39,0.642,8,-5.266,1,0.0326,0.00502,0.565,0.296,0.132,92.397,2miAut6dp9BWdGmOxwSGEC,spotify:track:2miAut6dp9BWdGmOxwSGEC,293293,4
147,Going Under,['Evanescence'],spotify:track:0o9GnO1Tqy0TqxV0P5uzb9,0.368,0.859,11,-4.882,0,0.0531,0.00925,3.31e-05,0.164,0.483,175.088,0o9GnO1Tqy0TqxV0P5uzb9,spotify:track:0o9GnO1Tqy0TqxV0P5uzb9,215000,4
148,crushcrushcrush,['Paramore'],spotify:track:3VA4sjTMSTTF02hFGmlpJh,0.631,0.793,1,-4.086,0,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,3VA4sjTMSTTF02hFGmlpJh,spotify:track:3VA4sjTMSTTF02hFGmlpJh,189373,4
149,Far Away,['Nickelback'],spotify:track:0ADZ5dmXhlfzjMw6lefoPl,0.518,0.797,6,-5.153,1,0.0309,0.000696,0.0,0.107,0.293,132.915,0ADZ5dmXhlfzjMw6lefoPl,spotify:track:0ADZ5dmXhlfzjMw6lefoPl,238173,4
150,Teenagers,['My Chemical Romance'],spotify:track:7j31rVgGX9Q2blT92VBEA0,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,7j31rVgGX9Q2blT92VBEA0,spotify:track:7j31rVgGX9Q2blT92VBEA0,161920,4
151,Underneath Your Clothes,['Shakira'],spotify:track:6biR1gMwcN71SDt3Eh4eEu,0.625,0.592,8,-5.279,1,0.0359,0.653,0.0,0.106,0.398,165.54,6biR1gMwcN71SDt3Eh4eEu,spotify:track:6biR1gMwcN71SDt3Eh4eEu,224427,4
152,D.A.N.C.E.,['Justice'],spotify:track:0MYTcPXAAmeKBUpBgtAV0J,0.594,0.961,6,-5.443,0,0.338,0.0463,0.0,0.853,0.531,113.126,0MYTcPXAAmeKBUpBgtAV0J,spotify:track:0MYTcPXAAmeKBUpBgtAV0J,209987,4
153,House of the Rising Sun,['The Animals'],spotify:track:3XC7Jd6SfrQYKZJ6inyRHK,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,3XC7Jd6SfrQYKZJ6inyRHK,spotify:track:3XC7Jd6SfrQYKZJ6inyRHK,269907,3
154,Breathe Me,['Sia'],spotify:track:7jqzZyJJLrpkRFYGpkqSK6,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,7jqzZyJJLrpkRFYGpkqSK6,spotify:track:7jqzZyJJLrpkRFYGpkqSK6,272800,4
155,Jailhouse Rock,['Elvis Presley'],spotify:track:1HvtjEUAEgev6klVFyZYgJ,0.631,0.639,10,-7.842,0,0.0961,0.303,5.54e-06,0.0699,0.89,167.351,1HvtjEUAEgev6klVFyZYgJ,spotify:track:1HvtjEUAEgev6klVFyZYgJ,154733,4
156,Here Without You - Acoustic Version,['3 Doors Down'],spotify:track:6oyUroY42HiaD9Q9VBw4BP,0.551,0.574,10,-6.265,0,0.0263,0.0203,0.0,0.186,0.308,143.734,6oyUroY42HiaD9Q9VBw4BP,spotify:track:6oyUroY42HiaD9Q9VBw4BP,232013,4
157,Don't Cry (Original),"[""Guns N' Roses""]",spotify:track:0ZEhlT9v8CdOKu55zhYGv9,0.437,0.572,8,-8.648,0,0.0339,0.00191,0.00243,0.116,0.239,124.172,0ZEhlT9v8CdOKu55zhYGv9,spotify:track:0ZEhlT9v8CdOKu55zhYGv9,284800,4
158,Lips Of An Angel,['Hinder'],spotify:track:53yAFiPcO7NPpKsaMCQgQ9,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,53yAFiPcO7NPpKsaMCQgQ9,spotify:track:53yAFiPcO7NPpKsaMCQgQ9,261853,4
159,Are You Gonna Be My Girl,['Jet'],spotify:track:305WCRhhS10XUcH6AEwZk6,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,305WCRhhS10XUcH6AEwZk6,spotify:track:305WCRhhS10XUcH6AEwZk6,213800,4
160,Reptilia,['The Strokes'],spotify:track:57Xjny5yNzAcsxnusKmAfA,0.486,0.666,9,-5.084,1,0.033,0.000563,0.789,0.101,0.741,157.992,57Xjny5yNzAcsxnusKmAfA,spotify:track:57Xjny5yNzAcsxnusKmAfA,219754,4
161,Rape Me,['Nirvana'],spotify:track:47KVHb6cOVBZbmXQweE5p7,0.424,0.878,8,-7.622,1,0.0585,0.00221,0.0,0.0834,0.165,112.029,47KVHb6cOVBZbmXQweE5p7,spotify:track:47KVHb6cOVBZbmXQweE5p7,169133,4
162,Killing In The Name,['Rage Against The Machine'],spotify:track:0N4NO2BmOIBWrCQ9r8Ei8m,0.457,0.779,7,-6.323,1,0.257,0.0185,2.04e-06,0.0247,0.734,86.573,0N4NO2BmOIBWrCQ9r8Ei8m,spotify:track:0N4NO2BmOIBWrCQ9r8Ei8m,313667,4
163,The Feel Good Drag,['Anberlin'],spotify:track:5sTVykpRs4eiZKn96bZogj,0.342,0.677,5,-11.906,0,0.0568,0.0013,0.00671,0.201,0.501,188.6,5sTVykpRs4eiZKn96bZogj,spotify:track:5sTVykpRs4eiZKn96bZogj,207360,4
164,Life on Mars? - 1997 Remaster,"['David Bowie', 'Ken Scott']",spotify:track:2MyNVTCYMp4LBzUY1Q3vXQ,0.443,0.476,10,-12.961,1,0.0382,0.326,1.64e-06,0.0681,0.313,123.483,2MyNVTCYMp4LBzUY1Q3vXQ,spotify:track:2MyNVTCYMp4LBzUY1Q3vXQ,234227,4
165,Romeo And Juliet,['Dire Straits'],spotify:track:6o795OII0Q3Sk8Pac6pSv7,0.61,0.406,5,-12.42,1,0.0293,0.544,0.0105,0.126,0.441,87.476,6o795OII0Q3Sk8Pac6pSv7,spotify:track:6o795OII0Q3Sk8Pac6pSv7,363040,4
166,Torn,['Natalie Imbruglia'],spotify:track:3APayTEWiUl9Ssep4BOXR2,0.559,0.928,5,-3.04,1,0.0355,0.0746,5.56e-05,0.696,0.599,96.315,3APayTEWiUl9Ssep4BOXR2,spotify:track:3APayTEWiUl9Ssep4BOXR2,244813,4
167,"Tonight, Tonight",['The Smashing Pumpkins'],spotify:track:1ulWieXWAXHtK0qtMwN4DG,0.277,0.644,6,-10.085,1,0.0338,3.38e-05,0.776,0.208,0.177,148.868,1ulWieXWAXHtK0qtMwN4DG,spotify:track:1ulWieXWAXHtK0qtMwN4DG,254707,4
168,Bad Day,['Daniel Powter'],spotify:track:5rYvoJOJ0y8AYodTdf3Wxi,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,5rYvoJOJ0y8AYodTdf3Wxi,spotify:track:5rYvoJOJ0y8AYodTdf3Wxi,233640,4
169,Kom änglar,['Lars Winnerbäck'],spotify:track:0nh0R3e6HFynUAmL0ggV6x,0.47,0.436,6,-13.103,1,0.0369,0.757,0.0,0.0776,0.583,67.133,0nh0R3e6HFynUAmL0ggV6x,spotify:track:0nh0R3e6HFynUAmL0ggV6x,254360,4
170,Lookin' Out My Back Door,['Creedence Clearwater Revival'],spotify:track:1mq756cRNyVTnykm4mHOgx,0.749,0.572,5,-8.338,1,0.0404,0.198,0.00347,0.0962,0.859,105.249,1mq756cRNyVTnykm4mHOgx,spotify:track:1mq756cRNyVTnykm4mHOgx,151760,4
171,In My Place,['Coldplay'],spotify:track:2nvC4i2aMo4CzRjRflysah,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,2nvC4i2aMo4CzRjRflysah,spotify:track:2nvC4i2aMo4CzRjRflysah,226680,4
172,Tribute,['Tenacious D'],spotify:track:6crBy2sODw2HS53xquM6us,0.365,0.767,9,-6.185,0,0.0681,0.181,0.000856,0.0942,0.422,94.174,6crBy2sODw2HS53xquM6us,spotify:track:6crBy2sODw2HS53xquM6us,248053,4
173,Breakaway,['Kelly Clarkson'],spotify:track:6UlOSPVKXHM32ZRecNlgOw,0.411,0.712,9,-4.171,0,0.033,0.0393,2.06e-05,0.107,0.391,159.98,6UlOSPVKXHM32ZRecNlgOw,spotify:track:6UlOSPVKXHM32ZRecNlgOw,236704,3
174,Jenny Don't Be Hasty,['Paolo Nutini'],spotify:track:3G3GZnfjmypPEdkItAofp8,0.764,0.816,9,-5.551,1,0.0338,0.00362,0.0,0.136,0.894,120.456,3G3GZnfjmypPEdkItAofp8,spotify:track:3G3GZnfjmypPEdkItAofp8,207133,4
175,Happy Birthday,"['Flipsyde', 'Piper']",spotify:track:0rRHFywFG6H7NAl2wMMCZg,0.552,0.653,7,-6.881,1,0.228,0.329,0.0003,0.202,0.293,93.893,0rRHFywFG6H7NAl2wMMCZg,spotify:track:0rRHFywFG6H7NAl2wMMCZg,195547,4
176,Because of You,['Kelly Clarkson'],spotify:track:3PHYPaguCDKLK1a9cp3uXZ,0.586,0.586,5,-5.314,0,0.0316,0.251,0.0,0.124,0.144,139.915,3PHYPaguCDKLK1a9cp3uXZ,spotify:track:3PHYPaguCDKLK1a9cp3uXZ,218964,4
177,Breathe,['The Prodigy'],spotify:track:5FCyoZGaN6nRod1oNDJIWZ,0.682,0.819,9,-6.116,1,0.0501,0.00994,0.881,0.0389,0.312,130.032,5FCyoZGaN6nRod1oNDJIWZ,spotify:track:5FCyoZGaN6nRod1oNDJIWZ,334800,4
178,Violent Pornography,['System Of A Down'],spotify:track:249Z7XT6mf8B2zuI0RaeS0,0.458,0.958,6,-2.331,1,0.0854,0.0279,0.0,0.108,0.589,142.706,249Z7XT6mf8B2zuI0RaeS0,spotify:track:249Z7XT6mf8B2zuI0RaeS0,211333,4
179,Plug In Baby,['Muse'],spotify:track:5WFl3wZ9fgyGhrylGcIJCk,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,5WFl3wZ9fgyGhrylGcIJCk,spotify:track:5WFl3wZ9fgyGhrylGcIJCk,218000,4
180,Ace Of Spades,['Motörhead'],spotify:track:47FyQCd3TYLrZ9TU6MPaWK,0.324,0.991,6,-4.465,1,0.197,0.00247,0.00895,0.104,0.195,140.245,47FyQCd3TYLrZ9TU6MPaWK,spotify:track:47FyQCd3TYLrZ9TU6MPaWK,166707,4
181,Drops of Jupiter,['Train'],spotify:track:23rc0FT9mCa12LjYSeDXlW,0.468,0.64,0,-5.862,1,0.0275,0.154,0.0,0.154,0.499,79.297,23rc0FT9mCa12LjYSeDXlW,spotify:track:23rc0FT9mCa12LjYSeDXlW,259933,4
182,Trouble,['Coldplay'],spotify:track:0R8P9KfGJCDULmlEoBagcO,0.561,0.547,11,-7.496,0,0.0321,0.189,0.00157,0.17,0.19,139.755,0R8P9KfGJCDULmlEoBagcO,spotify:track:0R8P9KfGJCDULmlEoBagcO,273427,4
183,Jolene,['Jill Johnson'],spotify:track:3WNPdWTuLeQu3LOOr1Eagj,0.543,0.768,9,-4.899,1,0.0343,0.428,0.0,0.0734,0.389,114.868,3WNPdWTuLeQu3LOOr1Eagj,spotify:track:3WNPdWTuLeQu3LOOr1Eagj,210200,4
184,The Trooper - 1998 Remastered Version,['Iron Maiden'],spotify:track:2pxAohyJptQWTQ5ZRWYijN,0.286,0.856,4,-6.777,0,0.0585,0.0238,0.0542,0.487,0.696,162.12,2pxAohyJptQWTQ5ZRWYijN,spotify:track:2pxAohyJptQWTQ5ZRWYijN,250973,4
185,Cotton Fields,['Creedence Clearwater Revival'],spotify:track:0iIJ6t6HbI8CJnS7pmuCHb,0.57,0.649,9,-7.116,1,0.0283,0.186,0.0,0.186,0.872,148.522,0iIJ6t6HbI8CJnS7pmuCHb,spotify:track:0iIJ6t6HbI8CJnS7pmuCHb,175160,4
186,Ooh La,['The Kooks'],spotify:track:2Uf9WTBWMA8S9Lh3k3Rui6,0.545,0.873,10,-5.193,0,0.0825,0.0263,9.1e-05,0.145,0.748,150.841,2Uf9WTBWMA8S9Lh3k3Rui6,spotify:track:2Uf9WTBWMA8S9Lh3k3Rui6,208973,4
